,Date,rainfall,cloudamount,sunshine,humidity,maxtemp,mintemp
2105,1990-06-07,0,5,7.4,81,34.8,28.4
2453,1990-06-08,0,5,6.4,80,35,28.4
2801,1990-06-09,0,6,7.5,82,35.5,27.6
3149,1990-06-10,8,5,2.8,82,33.6,24.3
3497,1990-06-11,0,4,10.2,79,36,27
3845,1990-06-12,0,5,5.7,85,33.8,27.9
4193,1990-06-13,0,7,2,84,32.6,25.8
4541,1990-06-14,8,7,0.2,89,31,25.6
4889,1990-06-15,5,4,6.9,83,32.6,26.5
5237,1990-06-16,3,5,9.1,85,35.2,26.8
5585,1990-06-17,12,5,4.6,84,34,26.6
5933,1990-06-18,0,5,5.8,84,33.7,27.2
6281,1990-06-19,8,6,3.1,89,32,25.8
6629,1990-06-20,8,6,1.2,92,31.8,27
6977,1990-06-21,3,6,2,93,32,27.2
7325,1990-06-22,62,5,1.5,87,32.6,25.8
7673,1990-06-23,0,7,1.9,90,32.4,27.7
8021,1990-06-24,7,7,2.8,91,34.2,26.6
8369,1990-06-25,13,5,4.5,85,33,26
8717,1990-06-26,1,8,0.4,90,30.2,27.8
9065,1990-06-27,7,6,2.5,88,31.6,26
9413,1990-06-28,3,5,5,91,32.6,26.8
9759,1990-06-29,16,7,4.3,85,33.3,27
10085,1990-06-30,0,7,1.1,90,33.6,27.8
18,1990-07-01,12,7,2.4,88,32.5,25.9
366,1990-07-02,6,7,1,93,31.3,26.7
714,1990-07-03,36,8,0,94,29,25.6
1062,1990-07-04,25,7,0,92,30.2,25.5
1410,1990-07-05,6,8,0.5,92,31.5,25.8
1758,1990-07-06,38,6,3.3,91,31.6,25.5
2106,1990-07-07,6,6,2.5,87,31.5,25.7
2454,1990-07-08,1,8,0,93,31.4,25.7
2802,1990-07-09,41,8,0,96,31.4,25.6
3150,1990-07-10,21,7,2.9,88,31.4,25
3498,1990-07-11,16,6,5.3,86,33,25.4
3846,1990-07-12,15,7,1.1,89,30.2,26
4194,1990-07-13,6,6,8.2,83,34.5,25.8
4542,1990-07-14,2,6,7,85,32.5,26.8
4890,1990-07-15,20,6,1.5,92,31.3,26.5
5238,1990-07-16,12,6,6.9,86,32.6,25.2
5586,1990-07-17,5,7,2,88,32,26.2
5934,1990-07-18,1,6,3.5,90,32.4,26.2
6282,1990-07-19,8,6,6.1,86,33.8,26
6630,1990-07-20,0,6,3.4,91,32.6,26.2
6978,1990-07-21,83,6,3.2,88,32,25
7326,1990-07-22,0,5,8.7,83,32.6,26.7
7674,1990-07-23,0,6,2.7,89,30.6,26.3
8022,1990-07-24,16,6,4.5,87,32.6,26.2
8370,1990-07-25,9,5,9.8,82,33.2,26.6
8718,1990-07-26,0,6,2.1,89,32,27.6
9066,1990-07-27,3,7,0,90,31.8,27.3
9414,1990-07-28,13,8,0.1,90,30.8,25.6
9760,1990-07-29,3,8,1.2,90,31.3,26
10086,1990-07-30,32,6,4.4,84,33.6,24.6
10399,1990-07-31,0,6,5.3,87,35,26.6
19,1990-08-01,12,8,0.2,93,30,25.4
367,1990-08-02,53,7,1,90,31,24.8
715,1990-08-03,4,7,0.4,84,33,25.8
1063,1990-08-04,0,7,5.8,88,34.3,27.2
1411,1990-08-05,24,7,5.7,86,33.5,26
1759,1990-08-06,3,6,4.1,86,32,27.5
2107,1990-08-07,0,7,2.8,86,31.4,26.3
2455,1990-08-08,0,6,6.3,85,32.8,25.8
2803,1990-08-09,1,6,6.3,86,33.2,27
3151,1990-08-10,13,5,9.3,83,34.2,26.5
3499,1990-08-11,0,6,7.6,82,34,27.4
3847,1990-08-12,0,5,5.2,84,33.5,27.3
4195,1990-08-13,1,6,4.5,87,32.8,27
4543,1990-08-14,11,6,4.3,85,33.1,26
4891,1990-08-15,21,6,4,88,31.4,25.6
5239,1990-08-16,20,6,3.2,88,31.2,24.8
5587,1990-08-17,2,5,7.8,85,31.8,26.2
5935,1990-08-18,1,5,9.9,81,32.4,26.2
6283,1990-08-19,0,4,11.1,80,33.5,26.4
6631,1990-08-20,0,5,10.8,81,32.5,26.8
6979,1990-08-21,2,5,4.2,85,31,26.7
7327,1990-08-22,10,5,4.2,88,31.6,26
7675,1990-08-23,6,4,8.6,82,33.7,26.5
8023,1990-08-24,4,6,6.4,86,33,27.5
8371,1990-08-25,1,7,1.6,87,33.5,28
8719,1990-08-26,0,6,4.4,86,33.3,26.4
9067,1990-08-27,1,6,8.3,81,32.7,26.6
9415,1990-08-28,0,5,4.9,85,31.7,27.2
9761,1990-08-29,8,3,6.4,87,31.3,26.5
10087,1990-08-30,8,4,0.4,80,34.5,26.6
10400,1990-08-31,0,4,11.1,79,34.3,26.5
20,1990-09-01,0,6,4.9,90,35,28.5
368,1990-09-02,41,8,0,91,30,25
716,1990-09-03,13,8,0.1,93,28.7,25.6
1064,1990-09-04,7,6,3.6,89,30.5,26.4
1412,1990-09-05,10,5,3.5,89,30.8,26
1760,1990-09-06,1,4,6.8,87,32,26.4
2108,1990-09-07,8,6,4.9,87,32.6,26
2456,1990-09-08,15,6,7.6,84,33.1,26
2804,1990-09-09,6,6,7,88,34.2,27
3152,1990-09-10,0,7,2.9,91,33.5,27
3500,1990-09-11,1,6,3.6,89,33.4,25.4
3848,1990-09-12,0,6,5.5,86,32.2,26.6
4196,1990-09-13,3,6,8,87,32.4,26.2
4544,1990-09-14,8,5,5.3,91,31.7,26.2
4892,1990-09-15,3,3,9.9,84,34,26.5
5240,1990-09-16,0,5,8.5,86,33,26.4
5588,1990-09-17,0,8,0.9,90,33.2,27.5
5936,1990-09-18,25,7,2,95,32.1,24.7
6284,1990-09-19,16,6,5.6,89,31.7,24.2
6632,1990-09-20,1,6,1.7,89,29.6,25.6
6980,1990-09-21,0,4,4.6,89,31,26.2
7328,1990-09-22,5,5,9.7,85,34.3,26.3
7676,1990-09-23,0,4,6.4,84,34.1,26.4
8024,1990-09-24,0,4,5.3,88,33,26.5
8372,1990-09-25,1,6,6.9,90,33.1,25.5
8720,1990-09-26,21,5,4.3,91,32.5,25.8
9068,1990-09-27,8,6,8.5,87,34.3,26.4
9416,1990-09-28,6,7,4.4,90,33.2,24.5
9762,1990-09-29,3,5,7.4,88,34.2,25.4
10088,1990-09-30,3,6,7.6,87,33.3,25.7
21,1990-10-01,8,6,4,90,32,26.2
369,1990-10-02,8,6,1.7,91,29.5,25.5
717,1990-10-03,10,7,1.1,94,30,25
1065,1990-10-04,40,7,0,97,26.3,24.4
1413,1990-10-05,53,6,7.4,87,32,24.8
1761,1990-10-06,0,4,7.9,82,34.5,26.1
2109,1990-10-07,0,7,2.5,88,30.2,25.8
2457,1990-10-08,1,7,0.2,95,28.5,25.5
2805,1990-10-09,28,8,0,90,27.3,25.1
3153,1990-10-10,3,5,4.6,87,29.8,22.8
3501,1990-10-11,0,2,10,84,31.8,22.8
3849,1990-10-12,0,5,7.5,82,32,25.5
4197,1990-10-13,0,4,9.1,81,33.5,25.1
4545,1990-10-14,0,4,7.1,83,33,25.2
4893,1990-10-15,5,4,8.4,86,32,23.2
5241,1990-10-16,0,2,10,85,30.5,24.3
5589,1990-10-17,0,1,10,82,31,22.3
5937,1990-10-18,0,1,10,83,31.7,22.5
6285,1990-10-19,0,1,10.3,85,31.4,22.5
6633,1990-10-20,0,1,10.2,82,31.5,22.5
6981,1990-10-21,0,5,8.5,84,30.8,22.6
7329,1990-10-22,0,2,9.5,82,30,23.1
7677,1990-10-23,0,5,1.8,86,29.7,23
8025,1990-10-24,0,7,0.1,82,29.3,23.5
8373,1990-10-25,0,4,1.7,85,29.5,22.5
8721,1990-10-26,0,4,1.2,86,28.5,21.4
9069,1990-10-27,0,5,2.1,87,28,20.7
9417,1990-10-28,0,4,5.7,84,30,20.4
9763,1990-10-29,0,1,9,79,30.5,19.8
10089,1990-10-30,0,1,10,79,30.3,18.6
10401,1990-10-31,0,1,10,79,30.2,18.4
22,1990-11-01,0,2,9.1,82,30.2,18.4
370,1990-11-02,0,7,0.7,85,29.8,18.3
718,1990-11-03,0,8,0,87,29.7,24.5
1066,1990-11-04,27,8,2.3,96,25.8,22.6
1414,1990-11-05,14,5,0.1,90,30,23.8
1762,1990-11-06,2,7,3.4,94,29,23.2
2110,1990-11-07,24,7,8.1,92,30.1,23.8
2458,1990-11-08,10,4,9.5,83,30,24.2
2806,1990-11-09,0,2,8.4,83,30.6,21.5
3154,1990-11-10,0,4,7.6,85,32,22.6
3502,1990-11-11,0,3,1.3,86,32.2,22.6
3850,1990-11-12,0,5,7.2,88,27.7,24.4
4198,1990-11-13,0,3,9.9,81,31.7,23.4
4546,1990-11-14,0,1,10,79,32.5,23.8
4894,1990-11-15,0,0,9.4,80,31,21.2
5242,1990-11-16,0,0,9.3,81,29.3,19.8
5590,1990-11-17,0,0,9.4,80,30,18.6
5938,1990-11-18,0,0,9.7,82,29.5,18
6286,1990-11-19,0,1,9.8,78,30.2,18
6634,1990-11-20,0,2,8.7,76,31.2,17.7
6982,1990-11-21,0,2,8.3,77,30.8,19.2
7330,1990-11-22,0,3,8,75,31.1,18.7
7678,1990-11-23,0,4,9.5,78,30.8,20
8026,1990-11-24,0,0,9.3,77,30.3,19.2
8374,1990-11-25,0,1,9.2,77,30,19.3
8722,1990-11-26,0,0,9.4,78,28.6,17.8
9070,1990-11-27,0,1,9.7,76,28,15.5
9418,1990-11-28,0,0,9.5,75,27.3,13.8
9764,1990-11-29,0,0,9.2,74,28.1,14.2
10090,1990-11-30,0,0,8.6,78,28.3,14.4
23,1990-12-01,0,1,7.4,81,28.7,13.5
371,1990-12-02,0,2,6.9,83,29.3,16.5
719,1990-12-03,0,1,7.3,82,29,12.6
1067,1990-12-04,0,1,8.1,74,28.3,17.5
1415,1990-12-05,0,2,8.2,78,28.2,14.2
1763,1990-12-06,0,2,8.2,77,28.2,15.7
2111,1990-12-07,0,0,9.6,76,28.5,14.6
2459,1990-12-08,0,1,9.7,75,28.5,14.8
2807,1990-12-09,0,2,9.3,73,27.8,14.5
3155,1990-12-10,0,1,8,78,27.8,14.2
3503,1990-12-11,0,0,9.4,75,28.7,12
3851,1990-12-12,0,0,9.3,73,27.8,15
4199,1990-12-13,0,0,9.6,77,27,13
4547,1990-12-14,0,2,7.2,76,27.2,13
4895,1990-12-15,0,4,1.6,83,26,13.8
5243,1990-12-16,0,6,2.8,82,26.5,13.3
5591,1990-12-17,0,8,0,81,24.6,18.6
5939,1990-12-18,2,5,0.6,87,27,18
6287,1990-12-19,2,0,9.4,84,26.4,12.5
6635,1990-12-20,0,0,8.7,82,26.4,12.7
6983,1990-12-21,0,0,7.6,82,25.5,11.5
7331,1990-12-22,0,0,9.3,75,25,11.4
7679,1990-12-23,0,0,8.9,78,26.2,10.7
8027,1990-12-24,0,0,8.6,82,25.2,11.2
8375,1990-12-25,0,0,8.3,84,25.2,10.4
8723,1990-12-26,0,1,7.3,82,25.3,10.5
9071,1990-12-27,0,0,8,83,26.2,10.3
9419,1990-12-28,0,0,7.5,79,27,10.5
9765,1990-12-29,0,0,7.6,75,28,10.2
10091,1990-12-30,0,0,7.5,78,28,11.4
10402,1990-12-31,0,0,8,78,26.8,11.5
24,1991-01-01,0,4,****,75,27.2,12.3
372,1991-01-02,0,7,****,90,22.3,16.4
720,1991-01-03,4,6,****,94,19,17.4
1068,1991-01-04,6,0,****,82,21,10.5
1416,1991-01-05,0,0,****,82,22.3,8.8
1764,1991-01-06,0,0,****,77,23.5,10.3
2112,1991-01-07,0,1,****,76,24.5,9.8
2460,1991-01-08,0,0,****,78,25.3,9.3
2808,1991-01-09,0,1,****,79,26.4,12
3156,1991-01-10,0,6,****,86,21.4,13.5
3504,1991-01-11,0,2,****,83,25,14.4
3852,1991-01-12,0,5,****,83,25.2,14.6
4200,1991-01-13,0,4,****,88,22.4,16.1
4548,1991-01-14,0,4,****,81,22.5,14.2
4896,1991-01-15,0,1,****,76,23,12.7
5244,1991-01-16,0,0,****,68,24.2,11.6
5592,1991-01-17,0,0,****,74,23.4,10
5940,1991-01-18,0,0,****,73,25,8.5
6288,1991-01-19,0,3,****,75,24.2,10.2
6636,1991-01-20,0,0,****,76,24.3,8.4
6984,1991-01-21,0,0,****,73,24.5,9.2
7332,1991-01-22,0,0,****,74,26.3,9
7680,1991-01-23,0,0,****,74,27,10.8
8028,1991-01-24,0,2,****,81,25,13.7
8376,1991-01-25,0,0,****,73,25,10.7
8724,1991-01-26,0,0,****,75,25.3,11.2
9072,1991-01-27,0,0,****,74,26.7,10.8
9420,1991-01-28,0,0,****,73,27.7,11.8
9766,1991-01-29,0,0,****,75,28.3,12
10092,1991-01-30,0,1,****,75,29,12
10403,1991-01-31,0,0,****,77,29.2,17
25,1991-02-01,0,2,6.7,82,29.5,15.5
373,1991-02-02,0,5,6.6,82,29.8,19.2
721,1991-02-03,10,6,2.4,93,25,18.4
1069,1991-02-04,24,4,4.5,94,22.5,17.2
1417,1991-02-05,20,0,7.8,81,26.6,14.5
1765,1991-02-06,0,0,7.5,81,26.5,13.8
2113,1991-02-07,0,0,9,76,28.2,14.5
2461,1991-02-08,0,1,8,80,29.5,16.2
2809,1991-02-09,0,0,7.6,77,29,17
3157,1991-02-10,0,0,9.1,74,29.5,15.8
3505,1991-02-11,0,0,9.1,75,30.2,16
3853,1991-02-12,0,1,8.6,81,31.2,18.2
4201,1991-02-13,0,0,8.4,75,31.1,19.8
4549,1991-02-14,0,0,9.6,71,30,16.6
4897,1991-02-15,0,0,9.9,66,29.2,14.5
5245,1991-02-16,0,0,9.9,68,27.5,14.2
5593,1991-02-17,0,0,9.6,67,28.7,13.5
5941,1991-02-18,0,1,9.1,70,30.2,14.5
6289,1991-02-19,0,0,9.9,71,30,14.2
6637,1991-02-20,0,0,9.6,69,30.8,16.4
6985,1991-02-21,0,0,8.7,71,31.5,16
7333,1991-02-22,0,0,9.9,72,32.8,15.6
7681,1991-02-23,0,0,7.2,77,33.2,17.3
8029,1991-02-24,0,0,9.3,70,33.1,16.8
8377,1991-02-25,0,0,8.9,69,33.7,18.4
8725,1991-02-26,0,1,9,76,33.1,20.8
9073,1991-02-27,0,0,9.9,68,30.5,18
9421,1991-02-28,0,4,9.3,77,31.7,17.4
26,1991-03-01,22,4,3.1,83,27,18.6
374,1991-03-02,0,3,8.5,85,30.6,19.5
722,1991-03-03,0,0,9.5,72,31,19.2
1070,1991-03-04,0,1,8.8,80,32,20.4
1418,1991-03-05,0,2,6.6,73,31.7,20.2
1766,1991-03-06,0,2,9.6,77,31.5,18.7
2114,1991-03-07,0,2,9.4,69,31,19
2462,1991-03-08,0,1,9.3,72,32.5,19.5
2810,1991-03-09,0,1,9.1,78,32.8,21.6
3158,1991-03-10,0,2,8.7,73,33.5,21.8
3506,1991-03-11,0,2,8.6,70,33.6,19.5
3854,1991-03-12,0,4,6.4,80,33.8,22.2
4202,1991-03-13,0,4,9.2,74,35,22.8
4550,1991-03-14,14,2,9.8,76,32.6,20.3
4898,1991-03-15,0,4,4.1,74,31,22.2
5246,1991-03-16,0,0,9.9,69,34.7,22.8
5594,1991-03-17,0,0,9.9,71,35.2,21.8
5942,1991-03-18,0,0,9.7,70,36.5,21.8
6290,1991-03-19,0,0,9.7,71,36,22.4
6638,1991-03-20,0,0,9.4,66,37.4,23.5
6986,1991-03-21,0,2,7.6,75,35.3,23
7334,1991-03-22,0,2,8.9,66,36,25.3
7682,1991-03-23,0,2,6,67,32.5,19.6
8030,1991-03-24,0,6,6.1,72,33,20.2
8378,1991-03-25,0,1,9.9,64,31.4,20.6
8726,1991-03-26,0,0,10,63,33.5,20.4
9074,1991-03-27,0,2,8.5,75,34.6,22.9
9422,1991-03-28,0,1,9.1,75,35.3,23.2
9767,1991-03-29,0,1,7.8,73,35.3,24
10093,1991-03-30,0,1,8.6,77,35.2,22.7
10404,1991-03-31,0,2,9.3,79,36,25.9
27,1991-04-01,0,4,3.6,79,33.2,26.2
375,1991-04-02,0,1,9.1,76,34,26
723,1991-04-03,0,2,7.2,76,35,26.1
1071,1991-04-04,0,2,8.6,78,33.8,26.4
1419,1991-04-05,0,3,7.7,76,35.2,24.6
1767,1991-04-06,0,4,5.9,71,33.6,25
2115,1991-04-07,0,2,5.8,74,33.7,25
2463,1991-04-08,0,1,10.6,67,35.3,22.5
2811,1991-04-09,0,3,7,77,35,24.4
3159,1991-04-10,0,4,7.4,84,35.6,20
3507,1991-04-11,10,2,9.8,71,33.6,28.9
3855,1991-04-12,0,1,9.7,74,33.5,19.2
4203,1991-04-13,0,2,10.4,76,35.2,23
4551,1991-04-14,9,1,10.1,78,35,20.6
4899,1991-04-15,0,3,9.8,76,36.3,25.2
5247,1991-04-16,0,1,9.6,71,37,25
5595,1991-04-17,0,2,8.6,76,36.5,24.7
5943,1991-04-18,0,1,9,63,36.6,26.8
6291,1991-04-19,0,0,8.7,62,36.8,22.6
6639,1991-04-20,0,2,9.2,75,36.5,26
6987,1991-04-21,0,3,10,75,36.4,26.2
7335,1991-04-22,0,2,10.5,71,36.4,25
7683,1991-04-23,0,4,8.6,79,35.8,24.4
8031,1991-04-24,0,4,7.2,73,35.4,24.3
8379,1991-04-25,0,4,4.6,80,35.2,24.7
8727,1991-04-26,0,4,8.5,74,35.5,25.2
9075,1991-04-27,0,6,8.2,75,35.4,23.6
9423,1991-04-28,0,8,0.7,89,30.5,24.7
9768,1991-04-29,11,8,0,88,26.6,23.5
10094,1991-04-30,8,3,10.2,77,34.2,22.8
28,1991-05-01,0,3,8.7,81,35.7,27
376,1991-05-02,0,7,2.6,81,33.2,27.8
724,1991-05-03,0,7,7.2,82,34.5,28.5
1072,1991-05-04,22,5,6.5,80,34.8,21.5
1420,1991-05-05,0,7,0.2,85,32.3,27
1768,1991-05-06,1,6,5.5,81,33.6,24.3
2116,1991-05-07,0,6,8.3,78,34.7,28
2464,1991-05-08,0,5,7.7,79,34.3,28.6
2812,1991-05-09,0,5,5.9,79,34,28.2
3160,1991-05-10,1,6,3.3,82,33.5,27
3508,1991-05-11,0,5,4.3,81,34.8,27.8
3856,1991-05-12,0,5,6.3,81,35.3,27.2
4204,1991-05-13,0,5,8.9,77,35,26.8
4552,1991-05-14,1,2,10.4,79,35.5,23.4
4900,1991-05-15,0,5,7.6,78,35.2,26.9
5248,1991-05-16,12,5,5.7,82,31.7,20.8
5596,1991-05-17,0,6,5.3,83,32.6,22.8
5944,1991-05-18,3,4,7,74,36.5,27.4
6292,1991-05-19,3,7,1.9,83,33,21.8
6640,1991-05-20,1,6,4,85,33.5,25
6988,1991-05-21,16,3,8.1,81,32.8,24.7
7336,1991-05-22,0,7,2.3,90,33.5,25
7684,1991-05-23,19,5,7.1,82,35,23.7
8032,1991-05-24,0,7,7.8,80,35.3,24.2
8380,1991-05-25,1,4,4.7,82,34.3,26.6
8728,1991-05-26,0,4,2.8,81,34.7,27.4
9076,1991-05-27,0,6,0.3,85,32.7,27.8
9424,1991-05-28,5,6,5.1,88,35,27.8
9769,1991-05-29,14,4,8.1,80,34.8,23.2
10095,1991-05-30,0,4,10,77,35.5,26.7
10405,1991-05-31,1,5,10.4,77,35.4,26.4
29,1991-06-01,0,8,****,96,27.3,26.3
377,1991-06-02,57,6,****,90,32,23.4
725,1991-06-03,22,4,****,81,34.5,23.2
1073,1991-06-04,0,6,****,89,34,27
1421,1991-06-05,5,7,****,89,32.6,26.4
1769,1991-06-06,3,7,****,96,30.6,25.5
2117,1991-06-07,54,6,****,95,27.3,24.3
2465,1991-06-08,5,7,****,88,33.2,25.2
2813,1991-06-09,2,7,****,93,34.2,25.8
3161,1991-06-10,25,8,****,95,31.6,23.8
3509,1991-06-11,48,7,****,97,28.5,25
3857,1991-06-12,32,8,****,94,31,24.3
4205,1991-06-13,45,6,****,90,31.5,25.5
4553,1991-06-14,11,7,****,88,32.2,26.7
4901,1991-06-15,8,7,****,88,32.6,27.8
5249,1991-06-16,14,6,****,92,33,26
5597,1991-06-17,33,5,****,87,33.2,24
5945,1991-06-18,2,7,****,86,31,23.8
6293,1991-06-19,23,6,****,84,33.7,23.2
6641,1991-06-20,0,4,****,82,35.2,26.6
6989,1991-06-21,0,4,****,81,34.2,27.6
7337,1991-06-22,0,5,****,79,35,27.4
7685,1991-06-23,0,6,****,79,34.6,28.2
8033,1991-06-24,0,5,****,80,35.2,27.8
8381,1991-06-25,0,7,****,87,34.8,28.4
8729,1991-06-26,31,6,****,84,31.8,23
9077,1991-06-27,0,5,****,80,34.8,27.8
9425,1991-06-28,0,5,****,84,34,27.6
9770,1991-06-29,1,6,****,87,34,26.2
10096,1991-06-30,0,6,****,85,33.3,27
30,1991-07-01,0,5,5.9,86,33,27.2
378,1991-07-02,0,6,3.5,87,32.8,27.5
726,1991-07-03,1,6,2,88,29.8,26
1074,1991-07-04,1,8,0,90,31.3,25.3
1422,1991-07-05,1,8,0,89,32,25.3
1770,1991-07-06,2,7,5.3,83,34.8,26.4
2118,1991-07-07,0,5,6.9,82,34.8,27.7
2466,1991-07-08,0,4,8.2,81,33.8,27.2
2814,1991-07-09,1,5,3.9,88,32.3,26
3162,1991-07-10,18,5,3.3,89,32.5,26.7
3510,1991-07-11,9,4,8.2,82,33.2,26.8
3858,1991-07-12,1,4,6,82,33.3,26.7
4206,1991-07-13,0,4,8.9,83,34,27.2
4554,1991-07-14,0,4,6.6,79,33.8,27.5
4902,1991-07-15,0,7,6.6,82,33.7,27.5
5250,1991-07-16,4,7,1.8,93,30.8,27.2
5598,1991-07-17,8,7,1.9,90,31.3,25.4
5946,1991-07-18,15,7,0.3,92,30,25.4
6294,1991-07-19,12,7,0,93,30.5,26
6642,1991-07-20,54,6,2.5,90,30.6,25
6990,1991-07-21,15,8,0,95,28.4,25.2
7338,1991-07-22,36,7,0,84,29.7,25.4
7686,1991-07-23,11,7,1.9,93,30.4,25.6
8034,1991-07-24,9,6,2.6,85,32.7,26.3
8382,1991-07-25,0,5,7.9,82,34.4,27
8730,1991-07-26,2,6,7.1,80,34,27.5
9078,1991-07-27,0,6,9.8,80,32,27.2
9426,1991-07-28,0,5,4.5,87,31.5,26.5
9771,1991-07-29,1,5,6.3,87,32.3,27
10097,1991-07-30,16,6,3,86,31.8,26.4
10406,1991-07-31,12,6,3.5,83,33.1,27.2
31,1991-08-01,0,7,2,85,33.3,27.5
379,1991-08-02,1,8,0.2,88,32,27
727,1991-08-03,58,8,0,97,28.8,25
1075,1991-08-04,50,8,2.5,95,32,24
1423,1991-08-05,29,6,0.5,92,29,25.3
1771,1991-08-06,2,5,7.2,86,32.4,26.4
2119,1991-08-07,0,3,7.9,84,32.8,26.6
2467,1991-08-08,0,5,9,83,33.4,27
2815,1991-08-09,1,4,6.6,85,33,27.2
3163,1991-08-10,3,5,9.6,85,33.8,27.5
3511,1991-08-11,7,6,4.6,86,32.2,27.5
3859,1991-08-12,4,6,4.6,88,32,27.3
4207,1991-08-13,1,6,6.3,84,32.9,27
4555,1991-08-14,1,7,1.2,85,32.6,27.7
4903,1991-08-15,11,6,1.1,84,32,24.8
5251,1991-08-16,1,7,2,91,31.3,26.1
5599,1991-08-17,41,7,2.6,87,31.5,25.7
5947,1991-08-18,1,5,7.6,84,33.7,26.5
6295,1991-08-19,0,5,4.7,84,32.6,27.5
6643,1991-08-20,0,4,10.4,81,35.5,27
6991,1991-08-21,21,7,2.8,90,33.2,24
7339,1991-08-22,23,7,1.8,86,31,25.6
7687,1991-08-23,2,6,3.5,87,32.7,27.2
8035,1991-08-24,5,5,7.6,85,32.8,26.8
8383,1991-08-25,0,7,1.4,86,33.2,28.2
8731,1991-08-26,4,7,2.3,90,32,26.6
9079,1991-08-27,12,6,5.2,87,30,26.4
9427,1991-08-28,11,6,2.7,88,30.3,25.7
9772,1991-08-29,24,5,9.4,81,33.6,26.2
10098,1991-08-30,0,5,6.9,84,31.6,26.2
10407,1991-08-31,5,7,0,94,28.3,27.2
32,1991-09-01,20,5,5,88,32.5,25.3
380,1991-09-02,11,7,2.1,90,33.1,27
728,1991-09-03,14,7,0,90,31.5,25.8
1076,1991-09-04,6,7,2.2,92,31.4,25.3
1424,1991-09-05,16,7,1.4,96,28,24.5
1772,1991-09-06,17,7,2.7,90,32.8,25
2120,1991-09-07,47,8,1.7,87,32.5,24
2468,1991-09-08,11,7,2.4,88,33,25
2816,1991-09-09,33,8,0,94,29.2,24.8
3164,1991-09-10,21,7,1.4,93,31.5,25
3512,1991-09-11,40,5,2.5,89,32.8,24.8
3860,1991-09-12,8,6,9.2,84,34,27
4208,1991-09-13,0,7,1.1,92,32.4,27.2
4556,1991-09-14,13,6,4.8,87,32,25.5
4904,1991-09-15,0,6,3.8,91,32.5,26
5252,1991-09-16,4,5,7.2,85,33,25.4
5600,1991-09-17,0,5,7.2,87,33.8,26.5
5948,1991-09-18,2,3,8.6,83,34.3,26.3
6296,1991-09-19,0,5,10.3,80,35,26.8
6644,1991-09-20,0,4,10.8,81,35,27.3
6992,1991-09-21,0,5,6.4,86,33.4,27.4
7340,1991-09-22,3,5,5.8,87,33.5,27
7688,1991-09-23,0,7,1.3,91,31.3,26.5
8036,1991-09-24,0,8,0.1,95,29.6,26.4
8384,1991-09-25,38,8,0.3,95,28.5,24.6
8732,1991-09-26,14,7,0,96,27.8,25.3
9080,1991-09-27,24,6,4.6,88,33,25.5
9428,1991-09-28,0,4,6.9,85,35,25.6
9773,1991-09-29,0,4,6,84,33.5,26.7
10099,1991-09-30,0,3,6.1,85,33.5,27.2
33,1991-10-01,0,3,****,83,34.4,26
381,1991-10-02,0,4,****,83,34.5,26.5
729,1991-10-03,0,6,****,89,33.2,27.4
1077,1991-10-04,3,6,****,89,32.5,26.4
1425,1991-10-05,9,6,****,93,32.5,25.3
1773,1991-10-06,1,6,****,90,31.8,25
2121,1991-10-07,0,3,****,85,33,25.3
2469,1991-10-08,0,3,****,88,32,25.7
2817,1991-10-09,0,3,****,88,32.2,25.6
3165,1991-10-10,0,4,****,86,33.7,25.5
3513,1991-10-11,0,4,****,82,34,25.4
3861,1991-10-12,1,6,****,89,32,25.2
4209,1991-10-13,59,8,****,96,28,23.6
4557,1991-10-14,17,8,****,97,25,23.4
4905,1991-10-15,16,7,****,92,27.8,23.8
5253,1991-10-16,0,3,****,89,29.8,23.2
5601,1991-10-17,0,1,****,86,31.8,23.3
5949,1991-10-18,0,1,****,85,32.4,24.1
6297,1991-10-19,0,0,****,83,32.2,22.4
6645,1991-10-20,0,0,****,81,32.3,22.8
6993,1991-10-21,0,0,****,79,31.2,21.8
7341,1991-10-22,0,0,****,78,31.7,21.3
7689,1991-10-23,0,0,****,80,31.3,21.2
8037,1991-10-24,0,4,****,85,32.4,22.1
8385,1991-10-25,18,4,****,84,33.1,21.5
8733,1991-10-26,0,5,****,85,31.6,24
9081,1991-10-27,0,5,****,83,31.2,23.6
9429,1991-10-28,0,3,****,79,31.8,23.4
9774,1991-10-29,0,6,****,85,32.4,23.5
10100,1991-10-30,2,7,****,93,28.3,23.5
10408,1991-10-31,35,7,****,93,25.7,21.5
34,1991-11-01,4,6,8.8,86,30.5,21.6
382,1991-11-02,0,5,7.5,82,30.4,23.3
730,1991-11-03,0,6,1.1,79,28.2,23.5
1078,1991-11-04,0,5,6.3,82,29.6,22
1426,1991-11-05,0,1,8,79,30.3,21.5
1774,1991-11-06,0,0,8.2,81,30.5,21.4
2122,1991-11-07,0,0,8.4,78,30.6,19.3
2470,1991-11-08,0,1,8.9,78,29.6,18.4
2818,1991-11-09,0,0,8.5,80,30.2,18.5
3166,1991-11-10,0,0,8.6,83,29.4,18.2
3514,1991-11-11,0,1,9.4,81,29.8,18.5
3862,1991-11-12,0,1,9,78,30,18.6
4210,1991-11-13,0,2,8.4,78,29.8,18.4
4558,1991-11-14,0,4,6.6,79,29.4,17.6
4906,1991-11-15,0,6,3.5,76,28.5,17
